Year,Month,State,usage
2021,3,MI,7859754.4
2021,3,MN,5466050
2021,3,MO,5902208.8
2021,3,MS,3755193.2
2021,3,MT,1291637.6
2021,3,NC,10052073
2021,3,ND,1942768.5
2021,3,NE,2532497
2021,3,NH,898941.23
2021,3,NJ,5666377
2021,3,NM,1902808.2
2021,3,NV,2644868.2
2021,3,NY,11097668
2021,3,OH,11642329
2021,3,OK,4697382.2
2021,3,OR,4628563.3
2021,3,PA,11746428
2021,3,RI,593989.8
2021,3,SC,5776711.5
2021,3,SD,1084132.3
2021,3,TN,7962741.6
2021,3,TX,31074095
2021,3,UT,2449614
2021,3,VA,9632076.7
2021,3,VT,457307.66
2021,3,WA,8155550.9
2021,3,WI,5573828
2021,3,WV,2750684.1
2021,3,WY,1348463.3
2021,2,AK,520827.89
2021,2,AL,6936703.1
2021,2,AR,4077787.6
2021,2,AZ,5005460.9
2021,2,CA,16063971
2021,2,CO,4294839.9
2021,2,CT,2284375.2
2021,2,DC,763636.6
2021,2,DE,946269.37
2021,2,FL,17135121
2021,2,GA,10765371
2021,2,HI,624712.54
2021,2,IA,4454781.9
2021,2,ID,1899245.9
2021,2,IL,11244242
2021,2,IN,8490812.4
2021,2,KS,3367023.4
2021,2,KY,6401562.7
2021,2,LA,7203739.5
2021,2,MA,4231591.9
2021,2,MD,5132955.1
2021,2,ME,955334.63
2021,2,MI,7853289.6
2021,2,MN,5437096.4
2021,2,MO,7245674.1
2021,2,MS,3845214.8
2021,2,MT,1367915.9
2021,2,NC,11306527
2021,2,ND,2031944
2021,2,NE,2724318
2021,2,NH,906413.68
2021,2,NJ,5955790.6
2021,2,NM,1850920.3
2021,2,NV,2440549.4
2021,2,NY,11726448
2021,2,OH,12427212
2021,2,OK,5152258.5
2021,2,OR,4504204.9
2021,2,PA,12195225
2021,2,RI,582207.42
2021,2,SC,6270594.4
2021,2,SD,1162035.7
2021,2,TN,8749517.1
2021,2,TX,29819319
2021,2,UT,2366168.7
2021,2,VA,10638625
2021,2,VT,458053.04
2021,2,WA,7994962.1
2021,2,WI,5662384.7
2021,2,WV,2889732.1
2021,2,WY,1333069.2
2021,1,AK,541508.31
2021,1,AL,7559437.3
2021,1,AR,4239092.3
2021,1,AZ,5855958
2021,1,CA,18579709
2021,1,CO,4643652.9
2021,1,CT,2476113.9
2021,1,DC,865475.63
2021,1,DE,990346.81
2021,1,FL,17939594
2021,1,GA,11893637
2021,1,HI,725309.55
2021,1,IA,4558408.6
2021,1,ID,2095489.8
2021,1,IL,11564404
2021,1,IN,8623407.6
2021,1,KS,3277730.2
2021,1,KY,6708974.7
2021,1,LA,7664877.9
2021,1,MA,4490218.5
2021,1,MD,5523501.3
2021,1,ME,1003548.2
2021,1,MI,8339081.9
2021,1,MN,5704807.5
2021,1,MO,7040375.5
2021,1,MS,4093852.6
2021,1,MT,1362314.4
2021,1,NC,12382155
2021,1,ND,2076237.2
2021,1,NE,2591821.8
2021,1,NH,966665.04
2021,1,NJ,5707725.3
2021,1,NM,2053110.1
2021,1,NV,2800836.2
2021,1,NY,12123067
2021,1,OH,12738666
2021,1,OK,5454642
2021,1,OR,4783288.4
2021,1,PA,13105721
2021,1,RI,631522.87
2021,1,SC,6922558
2021,1,SD,1148472.5
2021,1,TN,8976570.5
2021,1,TX,35518281
2021,1,UT,2676918.8
2021,1,VA,11402970
2021,1,VT,502755.05
2021,1,WA,8106346.8
2021,1,WI,5888765.4
2021,1,WV,3200385.7
2021,1,WY,1376168.1
2020,12,AK,555527.83
2020,12,AL,7310507.1
2020,12,AR,3854335.2
2020,12,AZ,5775382.1
2020,12,CA,21726344
2020,12,CO,4711565.7
2020,12,CT,2385840.3
2020,12,DC,844417.6
2020,12,DE,946976.88
2020,12,FL,17864979
2020,12,GA,11522873
2020,12,HI,753315.51
2020,12,IA,4435781.1
2020,12,ID,2163571.2
2020,12,IL,11248746
2020,12,IN,8277910.4
2020,12,KS,3257378.5
2020,12,KY,6395482.1
2020,12,LA,7147142.6
2020,12,MA,4253069.1
2020,12,MD,5328475.3
2020,12,ME,986471.16
2020,12,MI,8295290.4
2020,12,MN,5683856.6
2020,12,MO,6655101.1
2020,12,MS,3764666.8
2020,12,MT,1314219.5
2020,12,NC,10958963
2020,12,ND,2043445.1
2020,12,NE,2691285.2
2020,12,NH,940583.81
2020,12,NJ,6193505.8
2020,12,NM,2035315.9
2020,12,NV,2834594
2020,12,NY,11689626
2020,12,OH,12566670
2020,12,OK,5284889.3
2020,12,OR,4830691.7
2020,12,PA,12555633
2020,12,RI,615455.49
2020,12,SC,6249321.7
2020,12,SD,1119023.4
2020,12,TN,8123539.7
2020,12,TX,34485276
2020,12,UT,2665550.4
2020,12,VA,10965171
2020,12,VT,486418.19
2020,12,WA,8289483.7
2020,12,WI,5825054
2020,12,WV,3039401.4
2020,12,WY,1382178.7
2020,11,AK,523347.95
2020,11,AL,6154983.9
2020,11,AR,3379526.2
2020,11,AZ,5460700.4
2020,11,CA,16723704
2020,11,CO,4266646.8
2020,11,CT,2013664.5
2020,11,DC,753119.46
2020,11,DE,800336.64
2020,11,FL,18496541
2020,11,GA,9696910.7
2020,11,HI,758084.72
2020,11,IA,4010089.1
2020,11,ID,1844845.7
2020,11,IL,9748157.7
2020,11,IN,7549254.6
2020,11,KS,2874389.3
2020,11,KY,5364656.8
2020,11,LA,6620024.9
2020,11,MA,3732422.3
2020,11,MD,4176223.3
2020,11,ME,837562.89
2020,11,MI,7441310.7
2020,11,MN,5052465.8
2020,11,MO,5529585.9
2020,11,MS,3364541.2
2020,11,MT,1166774.6
2020,11,NC,10209640
2020,11,ND,1887571.4
2020,11,NE,2388584.5
2020,11,NH,813144.42
2020,11,NJ,5160741.2
2020,11,NM,1858748.4
2020,11,NV,2638279.1
2020,11,NY,10516599
2020,11,OH,10789592
2020,11,OK,4518503.9
2020,11,OR,4327367.7
2020,11,PA,10512899
2020,11,RI,519351.33
2020,11,SC,5920012.3
2020,11,SD,997183.95
2020,11,TN,6908716.3
2020,11,TX,30971483
2020,11,UT,2476605.8
2020,11,VA,8953098.1
2020,11,VT,425556.56
2020,11,WA,7057454.5
2020,11,WI,5254922.6
2020,11,WV,2554094.5
2020,11,WY,1249181.2
2020,10,AK,479364.93
2020,10,AL,6477247.3
2020,10,AR,3638051.2
2020,10,AZ,6801565.7
2020,10,CA,23587976
2020,10,CO,4526367.3
2020,10,CT,2000055.2
2020,10,DC,735846.35
2020,10,DE,826420.21
2020,10,FL,21040061
2020,10,GA,10389551
2020,10,HI,797993.12
2020,10,IA,4043751.4
2020,10,ID,1778508.9
2020,10,IL,9955016.8
2020,10,IN,7848707.1
2020,10,KS,3104193.7
2020,10,KY,5430026.6
2020,10,LA,6997023.9
2020,10,MA,3795462.3
2020,10,MD,4022864.5
2020,10,ME,909204.52
2020,10,MI,7645687
2020,10,MN,5002615.1
2020,10,MO,5599496.7
2020,10,MS,3731021.1
2020,10,MT,1102941
2020,10,NC,10142571
2020,10,ND,1840975.1
2020,10,NE,2374620.4
2020,10,NH,804403.97
2020,10,NJ,5221921.8
2020,10,NM,2019722.8
2020,10,NV,3051284.3
2020,10,NY,10780312
2020,10,OH,11220680
2020,10,OK,4747581.8
2020,10,OR,3998805.2
2020,10,PA,10494350
2020,10,RI,552869.32
2020,10,SC,6012099.6
2020,10,SD,977186.44
2020,10,TN,7217882.4
2020,10,TX,36093953
2020,10,UT,2555153.5
2020,10,VA,8444646.4
2020,10,VT,414181.42
2020,10,WA,6628125.3
2020,10,WI,5301658.5
2020,10,WV,2469520.3
2020,10,WY,1245053.8
2020,9,AK,445398.9
2020,9,AL,7297992.2
2020,9,AR,4258340
2020,9,AZ,8003825.9
2020,9,CA,23975364
2020,9,CO,4784252.3
2020,9,CT,2203680.6
2020,9,DC,824767.47
2020,9,DE,917244.85
2020,9,FL,22955281
2020,9,GA,11816431
2020,9,HI,746896.77
2020,9,IA,4041533.3
2020,9,ID,1969803
2020,9,IL,10573982
2020,9,IN,8103915.8
2020,9,KS,3447734.8
2020,9,KY,6025495
2020,9,LA,8174253.9
2020,9,MA,4318927.7
2020,9,MD,4599762.8
2020,9,ME,945546.99
2020,9,MI,7642917.6
2020,9,MN,4933452.7
2020,9,MO,6258056.3
2020,9,MS,4439869.2
2020,9,MT,1131242.1
2020,9,NC,11134533
2020,9,ND,1673748.5
2020,9,NE,2506527.1
2020,9,NH,868214
2020,9,NJ,6149658.7
2020,9,NM,2170128.2
2020,9,NV,3664848.9
2020,9,NY,12416358
2020,9,OH,11570300
2020,9,OK,5259891.8
2020,9,OR,3950047.7
2020,9,PA,11502720
2020,9,RI,621952.08
2020,9,SC,6667053.9
2020,9,SD,1005577.4
2020,9,TN,8948319.1
2020,9,TX,39782779
2020,9,UT,2728826.5
2020,9,VA,9502814.6
2020,9,VT,419176.22
2020,9,WA,6295497.8
2020,9,WI,5300000.9
2020,9,WV,2432603.6
2020,9,WY,1146968.6
2020,8,AK,462605.38
2020,8,AL,8381163.6
2020,8,AR,4683542.6
2020,8,AZ,9843022.5
2020,8,CA,24001906
2020,8,CO,5567124
2020,8,CT,2664817.5
2020,8,DC,925385.69
2020,8,DE,1169642.2
2020,8,FL,24982873
2020,8,GA,13656160
2020,8,HI,773079.04
2020,8,IA,4627915.9
2020,8,ID,2510527.2
2020,8,IL,13199727
2020,8,IN,9237584.7
2020,8,KS,4079527.8
2020,8,KY,6781201
2020,8,LA,8705250.1
2020,8,MA,5196301.4
2020,8,MD,5760722.8
2020,8,ME,1085968.7
2020,8,MI,9540755.9
2020,8,MN,5925201.3
2020,8,MO,7387035.2
2020,8,MS,4735417
2020,8,MT,1257733.7
2020,8,NC,12827890
2020,8,ND,1790929.6
2020,8,NE,3138861.1
2020,8,NH,1018648.3
2020,8,NJ,7740897.9
2020,8,NM,2478582.3
2020,8,NV,4458305.5
2020,8,NY,14164865
2020,8,OH,13512245
2020,8,OK,6383329.1
2020,8,OR,4473884.4
2020,8,PA,13577593
2020,8,RI,761803.93
2020,8,SC,7832583.5
2020,8,SD,1166553.4
2020,8,TN,9838066.2
2020,8,TX,43718742
2020,8,UT,3380841.4
2020,8,VA,11616899
2020,8,VT,477343.34
2020,8,WA,6901603.1
2020,8,WI,6336519.5
2020,8,WV,2869707.6
2020,8,WY,1275620.7
2020,7,AK,449823.31
2020,7,AL,8223479.9
2020,7,AR,4524334.5
2020,7,AZ,9559073.8
2020,7,CA,26098320
2020,7,CO,5526283.4
2020,7,CT,3022023
2020,7,DC,1015128.4
2020,7,DE,1189166.3
2020,7,FL,24655639
2020,7,GA,14170996
2020,7,HI,758443.11
2020,7,IA,4764899.8
2020,7,ID,2579322.3
2020,7,IL,14143895
2020,7,IN,9547974.4
2020,7,KS,4229568.3
2020,7,KY,7148498.4
2020,7,LA,8607696.8
2020,7,MA,5037856.6
2020,7,MD,6347383.4
2020,7,ME,1025036.7
2020,7,MI,10419695
2020,7,MN,6069092.1
2020,7,MO,8019986.8
2020,7,MS,4612767.6
2020,7,MT,1209511.5
2020,7,NC,13787256
2020,7,ND,1716491.6
2020,7,NE,3191552.6
2020,7,NH,1081483.7
2020,7,NJ,8489552.6
2020,7,NM,2449605.8
2020,7,NV,4351985.7
2020,7,NY,14462225
2020,7,OH,14535692
2020,7,OK,6595909
2020,7,OR,4399677.3
2020,7,PA,13979536
2020,7,RI,808342.91
2020,7,SC,7984993.1
2020,7,SD,1160686.8
2020,7,TN,9639538.3
2020,7,TX,44005789
2020,7,UT,3195443.4
2020,7,VA,12356065
2020,7,VT,505419.17
2020,7,WA,6877428
2020,7,WI,6786367.6
2020,7,WV,2962376.7
2020,7,WY,1250728.6
2020,6,AK,426737.26
2020,6,AL,7187132.2
2020,6,AR,3740833.6
2020,6,AZ,7869866.4
2020,6,CA,21459871
2020,6,CO,4760235.5
2020,6,CT,2428929.4
2020,6,DC,741827.46
2020,6,DE,945982.6
2020,6,FL,22229862
2020,6,GA,11701781
2020,6,HI,732892.77
2020,6,IA,4323091.8
2020,6,ID,2215274.2
2020,6,IL,11759539
2020,6,IN,8227580.6
2020,6,KS,3684244.8
2020,6,KY,6099722.4
2020,6,LA,7947183
2020,6,MA,3949492.8
2020,6,MD,4929338.7
2020,6,ME,872059.32
2020,6,MI,8347684.5
2020,6,MN,5241446.9
2020,6,MO,6834835.7
2020,6,MS,4028454.4
2020,6,MT,1146190.9
2020,6,NC,11067318
2020,6,ND,1541520.3
2020,6,NE,2755037.1
2020,6,NH,892823.17
2020,6,NJ,6572674.3
2020,6,NM,2122327.2
2020,6,NV,3564581.3
2020,6,NY,11464546
2020,6,OH,12123593
2020,6,OK,5833552.5
2020,6,OR,3852821.9
2020,6,PA,11184452
2020,6,RI,645559.67
2020,6,SC,6728358.6
2020,6,SD,1003386.4
2020,6,TN,7914352.8
2020,6,TX,38159282
2020,6,UT,2623858.1
2020,6,VA,9959231.8
2020,6,VT,429796.95
2020,6,WA,6451667.8
2020,6,WI,5717377.6
2020,6,WV,2477021.7
2020,6,WY,1138493.1
2020,5,AK,432822.4
2020,5,AL,6260689.8
2020,5,AR,3200655.9
2020,5,AZ,7075001.2
2020,5,CA,18956694
2020,5,CO,4417230.5
2020,5,CT,1904142
2020,5,DC,763524.57
2020,5,DE,806097.1
2020,5,FL,19310720
2020,5,GA,10010751
2020,5,HI,683515.7
2020,5,IA,3732534.7
2020,5,ID,1950230.8
2020,5,IL,9676699
2020,5,IN,6985776.3
2020,5,KS,2764637
2020,5,KY,5298121.7
2020,5,LA,6769045.3
2020,5,MA,3609596.6
2020,5,MD,4121815.9
2020,5,ME,807602.08
2020,5,MI,6890408.3
2020,5,MN,4499164.5
2020,5,MO,5245710.9
2020,5,MS,3345224.2
2020,5,MT,1065414.6
2020,5,NC,9725377.6
2020,5,ND,1536525.9
2020,5,NE,2118465.9
2020,5,NH,785812.11
2020,5,NJ,5006802.5
2020,5,NM,1959446.1
2020,5,NV,3049628.7
2020,5,NY,9729970.3
2020,5,OH,10176761
2020,5,OK,4647422
2020,5,OR,3802678.9
2020,5,PA,9864695.4
2020,5,RI,552877.37
2020,5,SC,5739614.1
2020,5,SD,880885.08
2020,5,TN,6495681.3
2020,5,TX,32043435
2020,5,UT,2401779.2
2020,5,VA,8416213.7
2020,5,VT,395560.46
2020,5,WA,6312479.9
2020,5,WI,4945752.3
2020,5,WV,2414597.7
2020,5,WY,1120792.1
2020,4,AK,472335.87
2020,4,AL,5708451.2
2020,4,AR,3178009.6
2020,4,AZ,5391696.6
2020,4,CA,16963480
2020,4,CO,3972532
2020,4,CT,1845311.5
2020,4,DC,712083.82
2020,4,DE,800555.69
2020,4,FL,18600773
2020,4,GA,8897642.9
2020,4,HI,621833.54
2020,4,IA,3718950.3
2020,4,ID,1729814.5
2020,4,IL,9080240.5
2020,4,IN,6544253.7
2020,4,KS,2692592.3
2020,4,KY,5046617
2020,4,LA,6868703.2
2020,4,MA,3590055.9
2020,4,MD,3973692.5
2020,4,ME,880313.59
2020,4,MI,6437425.6
2020,4,MN,4700404.4
2020,4,MO,5089179.7
2020,4,MS,3308070.1
2020,4,MT,1225347
2020,4,NC,8666864.1
2020,4,ND,1730695.9
2020,4,NE,2174677.3
2020,4,NH,779748.83
2020,4,NJ,4734063.5
2020,4,NM,1747043.9
2020,4,NV,2503862.5
2020,4,NY,10322365
2020,4,OH,9922458.6
2020,4,OK,4282223.4
2020,4,OR,3852912.8
2020,4,PA,10177527
2020,4,RI,536871.01
2020,4,SC,5158598.5
2020,4,SD,957695.27
2020,4,TN,6498840.3
2020,4,TX,30237030
2020,4,UT,2197475
2020,4,VA,7977088.5
2020,4,VT,392218.15
2020,4,WA,7019992.7
2020,4,WI,4893557.6
2020,4,WV,2380346.8
2020,4,WY,1206039.3
2020,3,AK,535209.15
2020,3,AL,6479782
2020,3,AR,3615505.3
2020,3,AZ,5172092.4
2020,3,CA,19334996
2020,3,CO,4429543.5
2020,3,CT,2092072.1
2020,3,DC,747481.37
2020,3,DE,867939.57
2020,3,FL,18071126
2020,3,GA,10001748
2020,3,HI,725432.12
2020,3,IA,4066194.1
2020,3,ID,1783165.8
2020,3,IL,10412077
2020,3,IN,7941284.6
2020,3,KS,2927189.4
2020,3,KY,5745696.2
2020,3,LA,6838756.5
2020,3,MA,3928192.1
2020,3,MD,4366004
2020,3,ME,992371.91
2020,3,MI,7761694.2
2020,3,MN,5498894.7
2020,3,MO,5828928.5
2020,3,MS,3626006.1
2020,3,MT,1282302
2020,3,NC,9945583.2
2020,3,ND,1960056.3
2020,3,NE,2502295.5
2020,3,NH,860782.37
2020,3,NJ,5330914.2
2020,3,NM,1919363
2020,3,NV,2723933.4
2020,3,NY,11162183
2020,3,OH,11451664
2020,3,OK,4721624
2020,3,OR,4433990.9
2020,3,PA,10940099
2020,3,RI,572961.77
2020,3,SC,5891009.9
2020,3,SD,1085913.5
2020,3,TN,7396930.2
2020,3,TX,32370831
2020,3,UT,2420266.3
2020,3,VA,9032566.2
2020,3,VT,440323.09
2020,3,WA,8057491
2020,3,WI,5566564.9
2020,3,WV,2649972.1
2020,3,WY,1384776.4
2020,2,AK,540996.83
2020,2,AL,6737747.3
2020,2,AR,3816535.1
2020,2,AZ,5238418.3
2020,2,CA,16783771
2020,2,CO,4382150.3
2020,2,CT,2174214.2
2020,2,DC,815968.12
2020,2,DE,895116.57
2020,2,FL,16678799
2020,2,GA,10389300
2020,2,HI,674498.61
2020,2,IA,4327440.5
2020,2,ID,1899487.7
2020,2,IL,11087869
2020,2,IN,8482089.3
2020,2,KS,3113163.2
2020,2,KY,6132858.6
2020,2,LA,7068940
2020,2,MA,4157829.9
2020,2,MD,4768051.7
2020,2,ME,925680.58
2020,2,MI,8023054.7
2020,2,MN,5470685.5
2020,2,MO,6449193
2020,2,MS,3678606.5
2020,2,MT,1304594.3
2020,2,NC,10566012
2020,2,ND,1966021.2
2020,2,NE,2538213.9
2020,2,NH,880743.61
2020,2,NJ,5432013.4
2020,2,NM,1921160.5
2020,2,NV,2575567
2020,2,NY,11497063
2020,2,OH,12137683
2020,2,OK,4853352.4
2020,2,OR,4419317.1
2020,2,PA,12048709
2020,2,RI,551278.58
2020,2,SC,6108574.7
2020,2,SD,1117909.1
2020,2,TN,8015695.6
2020,2,TX,31833686
2020,2,UT,2388663.2
2020,2,VA,9507373.6
2020,2,VT,455170.38
2020,2,WA,8042698.4
2020,2,WI,5553429.4
2020,2,WV,2781672.5
2020,2,WY,1450336.5
2020,1,AK,593407.19
2020,1,AL,7176428.5
2020,1,AR,3961333.8
2020,1,AZ,5769428.8
2020,1,CA,20562247
2020,1,CO,4706332.7
2020,1,CT,2378922.7
2020,1,DC,906224.69
2020,1,DE,963572.34
2020,1,FL,17553517
2020,1,GA,11215997
2020,1,HI,770775.99
2020,1,IA,4547680.2
2020,1,ID,2036800.7
2020,1,IL,11583328
2020,1,IN,8409412.5
2020,1,KS,3309326.9
2020,1,KY,6332023.3
2020,1,LA,7382664.8
2020,1,MA,4440134.5
2020,1,MD,5234705.3
2020,1,ME,1078921.6
2020,1,MI,8565982.2
2020,1,MN,5977326.6
2020,1,MO,6828602.3
2020,1,MS,3847395.8
2020,1,MT,1377907.8
2020,1,NC,11358974
2020,1,ND,2131471
2020,1,NE,2791415.5
2020,1,NH,967140.72
2020,1,NJ,5965475.4
2020,1,NM,2095710.8
2020,1,NV,2817028.6
2020,1,NY,12200520
2020,1,OH,12607858
2020,1,OK,5171025.9
2020,1,OR,4677117.6
2020,1,PA,12882625
2020,1,RI,612217.54
2020,1,SC,6444956.1
2020,1,SD,1223844.5
2020,1,TN,8006325.9
2020,1,TX,33160980
2020,1,UT,2628694.2
2020,1,VA,10523220
2020,1,VT,490294.09
2020,1,WA,8772222
2020,1,WI,5967156.4
2020,1,WV,3045268.3
2020,1,WY,1480849
2019,12,AK,531085.78
2019,12,AL,6908663.3
2019,12,AR,3792304.8
2019,12,AZ,5635658.2
2019,12,CA,21427797
2019,12,CO,4750363.6
2019,12,CT,2522300.2
2019,12,DC,858809.03
2019,12,DE,961037.98
2019,12,FL,17289818
2019,12,GA,10722618
2019,12,HI,799995.3
2019,12,IA,4394388.3
2019,12,ID,2058524.3
2019,12,IL,11430194
2019,12,IN,8259407.9
2019,12,KS,3222034
2019,12,KY,6166080.1
2019,12,LA,7042593.9
2019,12,MA,4379730.6
2019,12,MD,5254213.5
2019,12,ME,1011829.9
2019,12,MI,8366103.3
2019,12,MN,5849204.8
2019,12,MO,6537381.2
2019,12,MS,3799033.1
2019,12,MT,1398260.1
2019,12,NC,11272061
2019,12,ND,2077975.1
2019,12,NE,2617513.2
2019,12,NH,947173.78
2019,12,NJ,6029527.1
2019,12,NM,2069279.7
2019,12,NV,2806967.7
2019,12,NY,12089905
2019,12,OH,12263209
2019,12,OK,5075038.3
2019,12,OR,4705516.9
2019,12,PA,12219070
2019,12,RI,613588.38
2019,12,SC,6258253.7
2019,12,SD,1142859.6
2019,12,TN,7963304.9
2019,12,TX,32147938
2019,12,UT,2610800.3
2019,12,VA,10152601
2019,12,VT,485847.26
2019,12,WA,8614639.4
2019,12,WI,5835473.2
2019,12,WV,2946917.9
2019,12,WY,1507799.7
2019,11,AK,491109.56
2019,11,AL,6517018.5
2019,11,AR,3580744.5
2019,11,AZ,5117424.2
2019,11,CA,17072515
2019,11,CO,4416771.5
2019,11,CT,2138181.2
2019,11,DC,810405.75
2019,11,DE,844967.14
2019,11,FL,17831261
2019,11,GA,10150244
2019,11,HI,803567.72
2019,11,IA,4133614.2
2019,11,ID,1788556.1
2019,11,IL,10830321
2019,11,IN,7866108.1
2019,11,KS,3023729.1
2019,11,KY,5808428.5
2019,11,LA,6962723.4
2019,11,MA,3971216.1
2019,11,MD,4615898
2019,11,ME,899330.89
2019,11,MI,7978438.5
2019,11,MN,5377918
2019,11,MO,5874415.4
2019,11,MS,3614035.6
2019,11,MT,1278082.2
2019,11,NC,9898984.4
2019,11,ND,1888806.8
2019,11,NE,2388347.7
2019,11,NH,827933.59
2019,11,NJ,5328406.5
2019,11,NM,1948235
2019,11,NV,2546848.9
2019,11,NY,10978371
2019,11,OH,11611318
2019,11,OK,4861328.3
2019,11,OR,4205467.7
2019,11,PA,11009849
2019,11,RI,559952.71
2019,11,SC,5763234.8
2019,11,SD,1039461.5
2019,11,TN,7297287.2
2019,11,TX,30308577
2019,11,UT,2412783.3
2019,11,VA,9409697.5
2019,11,VT,443505.84
2019,11,WA,7338502.9
2019,11,WI,5429915.8
2019,11,WV,2821918.9
2019,11,WY,1416283.1
2019,10,AK,478176.3
2019,10,AL,7043192.9
2019,10,AR,3982695.8
2019,10,AZ,5977180.5
2019,10,CA,22118004
2019,10,CO,4565625.7
2019,10,CT,2054953
2019,10,DC,845067.23
2019,10,DE,822973.68
2019,10,FL,21596574
2019,10,GA,11155438
2019,10,HI,859621.58
2019,10,IA,4009539.6
2019,10,ID,1782122.6
2019,10,IL,10565685
2019,10,IN,7925760.3
2019,10,KS,3208021.1
2019,10,KY,5738748.1
2019,10,LA,8137910
2019,10,MA,3912878.5
2019,10,MD,4184163.1
2019,10,ME,983031.21
2019,10,MI,7841784.5
2019,10,MN,5279738
2019,10,MO,5875849.6
2019,10,MS,4265939.6
2019,10,MT,1211403.4
2019,10,NC,10700498
2019,10,ND,1769771
2019,10,NE,2315528
2019,10,NH,807202.05
2019,10,NJ,5431145.8
2019,10,NM,2015674
2019,10,NV,2666852
2019,10,NY,11152719
2019,10,OH,11321917
2019,10,OK,4980617.2
2019,10,OR,4078944.9
2019,10,PA,11125726
2019,10,RI,554278.42
2019,10,SC,6552494.5
2019,10,SD,994556.53
2019,10,TN,8202846.1
2019,10,TX,38655177
2019,10,UT,2537524
2019,10,VA,8880668.6
2019,10,VT,417128.45
2019,10,WA,7305819.1
2019,10,WI,5499250.1
2019,10,WV,2551555
2019,10,WY,1301236
2019,9,AK,450462.67
2019,9,AL,8273112.9
2019,9,AR,4663814.1
2019,9,AZ,7656927.2
2019,9,CA,22952428
2019,9,CO,4895746.1
2019,9,CT,2134389.3
2019,9,DC,958881.43
2019,9,DE,994135.17
2019,9,FL,23358240
2019,9,GA,13314648
2019,9,HI,860165.16
2019,9,IA,4191017.1
2019,9,ID,1869076.4
2019,9,IL,11794838
2019,9,IN,8788269
2019,9,KS,3901844
2019,9,KY,6605619
2019,9,LA,9048587.6
2019,9,MA,4144158.3
2019,9,MD,5009211.2
2019,9,ME,869449.84
2019,9,MI,8279228.4
2019,9,MN,5343845.5
2019,9,MO,7047319.5
2019,9,MS,4791943.9
2019,9,MT,1186500.6
2019,9,NC,12530307
2019,9,ND,1603459.3
2019,9,NE,2532779.2
2019,9,NH,845505.32
2019,9,NJ,6307921.9
2019,9,NM,2298751.8
2019,9,NV,3498377.1
2019,9,NY,12742619
2019,9,OH,12550882
2019,9,OK,6173835.1
2019,9,OR,3806062.5
2019,9,PA,12200664
2019,9,RI,591826.12
2019,9,SC,7318736.3
2019,9,SD,1006476.5
2019,9,TN,9445992.5
2019,9,TX,42282997
2019,9,UT,2686260.7
2019,9,VA,10003156
2019,9,VT,419603.87
2019,9,WA,6637622.7
2019,9,WI,5627200.5
2019,9,WV,2628609.8
2019,9,WY,1339296.3
2019,8,AK,478147.97
2019,8,AL,8715536.9
2019,8,AR,4846561.1
2019,8,AZ,9353411.7
2019,8,CA,26016970
2019,8,CO,5672632.9
2019,8,CT,2635856.7
2019,8,DC,1086734.6
2019,8,DE,1150995.5
2019,8,FL,23901989
2019,8,GA,14056958
2019,8,HI,888366.77
2019,8,IA,4479861.6
2019,8,ID,2463841
2019,8,IL,13034371
2019,8,IN,9663061.5
2019,8,KS,4204578.5
2019,8,KY,7101776.4
2019,8,LA,9042988.8
2019,8,MA,5038737.7
2019,8,MD,5820924.1
2019,8,ME,1040075.8
2019,8,MI,9518818.4
2019,8,MN,5864588
2019,8,MO,7649186.1
2019,8,MS,4822656.5
2019,8,MT,1294831.7
2019,8,NC,13116442
2019,8,ND,1697653.4
2019,8,NE,2808089.2
2019,8,NH,1002128.2
2019,8,NJ,7632155
2019,8,NM,2515180.1
2019,8,NV,4272348.6
2019,8,NY,14645821
2019,8,OH,13683462
2019,8,OK,6700488.8
2019,8,OR,4340729.9
2019,8,PA,13567496
2019,8,RI,750853.61
2019,8,SC,8008291.8
2019,8,SD,1089946.3
2019,8,TN,9561525.4
2019,8,TX,44914773
2019,8,UT,3167057.4
2019,8,VA,11049889
2019,8,VT,473850.28
2019,8,WA,7319914.4
2019,8,WI,6222041.2
2019,8,WV,2838368.1
2019,8,WY,1351124.6
2019,7,AK,460514.72
2019,7,AL,8538545.5
2019,7,AR,4554093.1
2019,7,AZ,9107028.4
2019,7,CA,24800782
2019,7,CO,5479725.5
2019,7,CT,3040746.3
2019,7,DC,1136762.8
2019,7,DE,1170339.4
2019,7,FL,23879286
2019,7,GA,13918382
2019,7,HI,864844.78
2019,7,IA,4759704.5
2019,7,ID,2581259.3
2019,7,IL,14338887
2019,7,IN,9850108.8
2019,7,KS,4161331.1
2019,7,KY,7220402.4
2019,7,LA,9037159.3
2019,7,MA,5123382.1
2019,7,MD,6281070.9
2019,7,ME,1040127
2019,7,MI,10241372
2019,7,MN,6153431.8
2019,7,MO,7825339.9
2019,7,MS,4752495.5
2019,7,MT,1239187.3
2019,7,NC,13741027
2019,7,ND,1714618.2
2019,7,NE,2953023.8
2019,7,NH,1061362.8
2019,7,NJ,8461754.6
2019,7,NM,2442757.1
2019,7,NV,4128087.2
2019,7,NY,14583645
2019,7,OH,14916662
2019,7,OK,6565653.8
2019,7,OR,4208973.8
2019,7,PA,13476633
2019,7,RI,798172.46
2019,7,SC,8093882.6
2019,7,SD,1113434.5
2019,7,TN,9567526.7
2019,7,TX,43075447
